FLIGHT,FLTDATE,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY
7150063952,2024/10/29,A350,PEK,100,X,24L,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,24R,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,25L,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,25R,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,26L,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,26R,LD3,1
7150063952,2024/10/29,A350,PEK,1073,C,31P,P6P,1
7150063952,2024/10/29,A350,PEK,100,X,33L,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,33R,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,41L,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,41R,LD3,1
7150063952,2024/10/30,A350,PEK,451,B,42R,LD3,1
7150063952,2024/10/30,A350,PEK,451,B,43L,LD3,1
7150063952,2024/10/30,A350,PEK,100,B,5,BULK,1
7150063952,2024/10/29,A350,PEK,100,X,42L,LD3,1
7150063952,2024/10/29,A350,PEK,100,X,42R,LD3,1
7150063952,2024/10/29,A350,PEK,600,B,43L,LD3,1
7150063952,2024/10/29,A350,PEK,600,B,43R,LD3,1
7150063952,2024/10/29,A350,PEK,600,B,44L,LD3,1
7150063952,2024/10/29,A350,PEK,600,B,44R,LD3,1
7150063952,2024/10/29,A350,PEK,600,B,45L,LD3,1
7150063952,2024/10/29,A350,PEK,100,B,5,BULK,1
7150063952,2024/10/30,A350,PEK,1510,C,11P,P6P,1
7150063952,2024/10/30,A350,PEK,100,X,22L,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,22R,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,23L,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,23R,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,24L,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,24R,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,25L,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,25R,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,26L,LD3,1
7150063952,2024/10/30,A350,PEK,100,X,26R,LD3,1
7150063952,2024/10/30,A350,PEK,1582,C,31P,P6P,1
7150063952,2024/10/30,A350,PEK,2608,C,32P,P6P,1
7150063952,2024/10/30,A350,PEK,451,B,41L,LD3,1
7150063952,2024/10/30,A350,PEK,451,B,41R,LD3,1
7150063952,2024/10/31,A350,PEK,766,C,23,PLA,1
7150063952,2024/10/31,A350,PEK,1299,C,23P,P6P,1
7150063952,2024/10/31,A350,PEK,1295,X,24P,P6P,1
7150063952,2024/10/31,A350,PEK,600,B,31L,LD3,1
7150063952,2024/10/31,A350,PEK,600,B,31R,LD3,1
7150063952,2024/10/31,A350,PEK,600,B,32L,LD3,1
7150063952,2024/10/31,A350,PEK,600,B,32R,LD3,1
7150063952,2024/10/31,A350,PEK,600,B,33L,LD3,1
7150063952,2024/10/31,A350,PEK,600,B,33R,LD3,1
7150063952,2024/10/31,A350,PEK,100,B,5,BULK,1
7150063952,2024/10/30,A350,PEK,451,B,42L,LD3,1
9878328379,2024/11/20,A350,SZX,1150,C,23P,P6P,1
9878328379,2024/11/20,A350,SZX,1156,C,24P,P6P,1
9878328379,2024/11/20,A350,SZX,1166,C,31P,P6P,1
9878328379,2024/11/20,A350,SZX,1278,C,32P,P6P,1
9878328379,2024/11/20,A350,SZX,1416,C,41P,P6P,1
9878328379,2024/11/20,A350,SZX,1424,C,42P,P6P,1
9878328379,2024/11/20,A350,SZX,432,B,44L,LD3,1
9878328379,2024/11/20,A350,SZX,433,B,44R,LD3,1
9878328379,2024/11/20,A350,SZX,433,B,45L,LD3,1
9878328379,2024/11/20,A350,SZX,20,B,5,BULK,1
6294054371,2024/11/25,A350,MXP,3160,C,42P,P6P,4
6294054371,2024/11/25,A350,MXP,3110,C,43P,P6P,4
6294054371,2024/11/25,A350,MXP,435,C,5,BULK,3
6294054371,2024/11/25,A350,MXP,510,C,5,BULK,3
6294054371,2024/11/25,A350,MXP,470,B,11L,LD3,1
6294054371,2024/11/25,A350,MXP,469,B,11R,LD3,1
6294054371,2024/11/25,A350,MXP,470,B,12L,LD3,1
6294054371,2024/11/25,A350,MXP,469,B,12R,LD3,1
6294054371,2024/11/25,A350,MXP,470,B,14L,LD3,1
6294054371,2024/11/25,A350,MXP,469,B,14R,LD3,1
6294054371,2024/11/25,A350,MXP,1055,C,15,PLA,3
6294054371,2024/11/25,A350,MXP,1800,C,21P,P6P,2
6294054371,2024/11/25,A350,MXP,1795,C,22P,P6P,2
6294054371,2024/11/25,A350,MXP,1465,C,23P,P6P,2
6294054371,2024/11/25,A350,MXP,1600,C,24P,P6P,1
6294054371,2024/11/25,A350,MXP,4985,C,31P,P6P,1
6294054371,2024/11/25,A350,MXP,4200,C,32P,P6P,1
6294054371,2024/11/25,A350,MXP,1630,C,41P,P1P,3
9407451756,2024/11/13,A350,PVG,447,M,14L,LD3,1
9407451756,2024/11/13,A350,PVG,100,X,15L,LD3,1
9407451756,2024/11/13,A350,PVG,498,C,21P,P6P,1
9407451756,2024/11/13,A350,PVG,1265,C,22P,P6P,1
9407451756,2024/11/13,A350,PVG,1111,C,23P,P6P,1
9407451756,2024/11/13,A350,PVG,1534,C,24P,P6P,1
9407451756,2024/11/13,A350,PVG,1188,C,31P,P6P,1
9407451756,2024/11/13,A350,PVG,1809,C,32P,P6P,1
9407451756,2024/11/13,A350,PVG,2315,C,41P,P6P,1
9407451756,2024/11/13,A350,PVG,2598,C,42P,P6P,1
9407451756,2024/11/13,A350,PVG,659,B,44L,LD3,1
9407451756,2024/11/13,A350,PVG,659,B,44R,LD3,1
9407451756,2024/11/13,A350,PVG,660,B,45L,LD3,1
9407451756,2024/11/13,A350,PVG,660,B,45R,LD3,1
9407451756,2024/11/13,A350,PVG,20,B,5,BULK,1
9407451756,2024/11/13,A350,PVG,294,C,11P,P6P,1
7150063952,2024/11/17,A350,PEK,390,C,23,PLA,1
7150063952,2024/11/17,A350,PEK,1459,C,23P,P6P,1
7150063952,2024/11/17,A350,PEK,1415,C,24P,P6P,1
7150063952,2024/11/17,A350,PEK,1337,C,31P,P6P,1
7150063952,2024/11/17,A350,PEK,709,B,33L,LD3,1
7150063952,2024/11/17,A350,PEK,709,B,33R,LD3,1
7150063952,2024/11/17,A350,PEK,708,B,41L,LD3,1
7150063952,2024/11/17,A350,PEK,708,B,41R,LD3,1
7150063952,2024/11/17,A350,PEK,708,B,42L,LD3,1
7150063952,2024/11/17,A350,PEK,708,B,42R,LD3,1
7150063952,2024/11/17,A350,PEK,50,B,5,BULK,1
9878328379,2024/11/20,A350,SZX,1130,E,11,PLA,1
9878328379,2024/11/20,A350,SZX,1140,E,12,PLA,1
9878328379,2024/11/20,A350,SZX,1150,E,15,PLA,1
9878328379,2024/11/20,A350,SZX,662,C,21P,P6P,1
9878328379,2024/11/20,A350,SZX,1064,C,22P,P6P,1
9878328379,2024/11/24,A350,SZX,400,C,21L,LD3,1
9878328379,2024/11/24,A350,SZX,130,C,21R,LD3,1
9878328379,2024/11/24,A350,SZX,1790,X,22P,P6P,1
9878328379,2024/11/24,A350,SZX,1850,X,23P,P6P,1
9878328379,2024/11/24,A350,SZX,1478,C,24P,P6P,1
9878328379,2024/11/24,A350,SZX,1850,C,31P,P6P,1
9878328379,2024/11/24,A350,SZX,1478,C,32P,P6P,1
9878328379,2024/11/24,A350,SZX,1276,C,41P,P6P,1
9878328379,2024/11/24,A350,SZX,382,B,43L,LD3,1
9878328379,2024/11/24,A350,SZX,381,B,43R,LD3,1
9878328379,2024/11/24,A350,SZX,381,B,44L,LD3,1
4779137525,2024/11/29,A350,ATH,530,B,11L,LD3,1
4779137525,2024/11/29,A350,ATH,530,B,11R,LD3,1
4779137525,2024/11/29,A350,ATH,529,B,12L,LD3,1
4779137525,2024/11/29,A350,ATH,529,B,12R,LD3,1
4779137525,2024/11/29,A350,ATH,529,B,14L,LD3,1
4779137525,2024/11/29,A350,ATH,529,B,14R,LD3,1
4779137525,2024/11/29,A350,ATH,2133,C,15,PLA,1
4779137525,2024/11/29,A350,ATH,1654,C,21P,P6P,1
4779137525,2024/11/29,A350,ATH,1809,C,22P,P6P,1
4779137525,2024/11/29,A350,ATH,1822,C,23P,P6P,1
4779137525,2024/11/29,A350,ATH,1825,C,24P,P6P,1
4779137525,2024/11/29,A350,ATH,1835,C,31P,P6P,1
4779137525,2024/11/29,A350,ATH,1893,C,32P,P6P,1
4779137525,2024/11/29,A350,ATH,2243,C,41P,P6P,1
4779137525,2024/11/29,A350,ATH,2257,C,42P,P6P,1
4779137525,2024/11/29,A350,ATH,2368,C,43P,P6P,1
4779137525,2024/11/29,A350,ATH,1008,C,5,BULK,1
4779137525,2024/11/29,A350,ATH,318,C,5,BULK,1
4779137525,2024/11/29,A350,ATH,20,B,5,BULK,1
2182495047,2024/10/2,A350,PEK,950,C,23P,P6P,1
2182495047,2024/10/2,A350,PEK,510,C,24P,P6P,1
2182495047,2024/10/2,A350,PEK,325,C,31L,LD3,1
2182495047,2024/10/2,A350,PEK,460,B,31R,LD3,1
2182495047,2024/10/2,A350,PEK,460,B,32L,LD3,1
2182495047,2024/10/2,A350,PEK,460,B,32R,LD3,1
2182495047,2024/10/2,A350,PEK,460,B,33R,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,11L,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,11R,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,12L,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,12R,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,14L,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,15L,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,15R,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,21L,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,21R,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,22L,LD3,1
5240209268,2024/11/27,A350,CDG,693,B,22R,LD3,1
5240209268,2024/11/27,A350,CDG,2101,C,23,PLA,1
5240209268,2024/11/27,A350,CDG,1867,C,23P,P6P,1
5240209268,2024/11/27,A350,CDG,1860,C,24P,P6P,1
5240209268,2024/11/27,A350,CDG,1917,C,31P,P6P,1
5240209268,2024/11/27,A350,CDG,1922,C,32P,P6P,1
5240209268,2024/11/27,A350,CDG,1927,C,41P,P6P,1
5240209268,2024/11/27,A350,CDG,3101,C,42P,P6P,1
5240209268,2024/11/27,A350,CDG,3160,C,43P,P6P,1
5240209268,2024/11/27,A350,CDG,742,C,5,BULK,1
5240209268,2024/11/27,A350,CDG,20,B,5,BULK,1
2182495047,2024/11/25,A350,PEK,625,C,22P,P6P,1
2182495047,2024/11/25,A350,PEK,745,C,23P,P6P,1
2182495047,2024/11/25,A350,PEK,1375,C,24P,P6P,1
2182495047,2024/11/25,A350,PEK,295,C,31L,LD3,1
2182495047,2024/11/25,A350,PEK,400,B,31R,LD3,1
2182495047,2024/11/25,A350,PEK,400,B,32L,LD3,1
2182495047,2024/11/25,A350,PEK,400,B,32R,LD3,1
2182495047,2024/11/25,A350,PEK,400,B,33L,LD3,1
2182495047,2024/11/27,A350,PEK,1695,C,23P,P6P,1
2182495047,2024/11/27,A350,PEK,560,C,24P,P6P,1
2182495047,2024/11/27,A350,PEK,1680,C,31P,P6P,1
2182495047,2024/11/27,A350,PEK,955,C,32P,P6P,1
2182495047,2024/11/27,A350,PEK,540,C,41,PLA,1
2182495047,2024/11/27,A350,PEK,195,C,42L,LD3,1
2182495047,2024/11/27,A350,PEK,190,C,42R,LD3,1
2182495047,2024/11/27,A350,PEK,400,B,43L,LD3,1
2182495047,2024/11/27,A350,PEK,400,B,43R,LD3,1
2182495047,2024/11/27,A350,PEK,400,B,44R,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,11L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,11R,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,12L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,12R,LD3,1
9407451756,2024/10/4,A350,PVG,1063,C,21P,P6P,1
9407451756,2024/10/4,A350,PVG,1104,C,22P,P6P,1
9407451756,2024/10/4,A350,PVG,3160,C,23P,P6P,1
9407451756,2024/10/4,A350,PVG,1352,C,24P,P6P,1
9407451756,2024/10/4,A350,PVG,1352,C,31P,P6P,1
9407451756,2024/10/4,A350,PVG,2637,C,32P,P6P,1
9407451756,2024/10/4,A350,PVG,2175,C,41P,P6P,1
9407451756,2024/10/4,A350,PVG,1460,C,42P,P6P,1
9407451756,2024/10/4,A350,PVG,830,B,44L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,44R,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,45L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,45R,LD3,1
9407451756,2024/10/4,A350,PVG,20,B,5,BULK,1
7224681758,2024/11/23,A350,PEK,305,C,11L,LD3,1
7224681758,2024/11/23,A350,PEK,270,C,11R,LD3,1
7224681758,2024/11/23,A350,PEK,605,B,12L,LD3,1
7224681758,2024/11/23,A350,PEK,605,B,12R,LD3,1
7224681758,2024/11/23,A350,PEK,605,B,14L,LD3,1
7224681758,2024/11/23,A350,PEK,605,B,14R,LD3,1
7224681758,2024/11/23,A350,PEK,605,B,15L,LD3,1
7224681758,2024/11/23,A350,PEK,605,B,15R,LD3,1
7224681758,2024/11/23,A350,PEK,1265,C,21P,P6P,1
7224681758,2024/11/23,A350,PEK,1570,C,22P,P6P,1
7224681758,2024/11/23,A350,PEK,1695,C,23P,P6P,1
7224681758,2024/11/23,A350,PEK,1700,C,24P,P6P,1
7224681758,2024/11/23,A350,PEK,1705,C,31P,P6P,1
7224681758,2024/11/23,A350,PEK,1780,C,32P,P6P,1
7224681758,2024/11/23,A350,PEK,1830,C,41P,P6P,1
7224681758,2024/11/23,A350,PEK,2145,C,42P,P6P,1
7224681758,2024/11/23,A350,PEK,605,B,44L,LD3,1
7224681758,2024/11/23,A350,PEK,605,B,44R,LD3,1
7224681758,2024/11/23,A350,PEK,604,B,45L,LD3,1
7224681758,2024/11/23,A350,PEK,604,B,45R,LD3,1
7224681758,2024/11/23,A350,PEK,74,M,5,BULK,1
7224681758,2024/11/23,A350,PEK,4,C,5,BULK,1
7224681758,2024/11/23,A350,PEK,20,B,5,BULK,1
4188100296,2024/11/26,A350,PEK,296,BYT,31L,LD3,1
4188100296,2024/11/26,A350,PEK,272,B,31R,LD3,1
4188100296,2024/11/26,A350,PEK,296,BTT,32L,LD3,1
4188100296,2024/11/26,A350,PEK,272,B,32R,LD3,1
4188100296,2024/11/26,A350,PEK,295,BFT,33L,LD3,1
4188100296,2024/11/26,A350,PEK,272,B,33R,LD3,1
4188100296,2024/11/26,A350,PEK,20,B,5,BULK,1
9878328379,2024/11/27,A350,SZX,830,C,11P,P6P,1
9878328379,2024/11/27,A350,SZX,542,C,15L,LD3,1
9878328379,2024/11/27,A350,SZX,950,C,21P,P6P,1
9878328379,2024/11/27,A350,SZX,1746,C,22P,P6P,1
9878328379,2024/11/27,A350,SZX,1208,C,23P,P6P,1
9878328379,2024/11/27,A350,SZX,1528,C,24P,P6P,1
9878328379,2024/11/27,A350,SZX,1748,C,31P,P6P,1
9878328379,2024/11/27,A350,SZX,1754,C,32P,P6P,1
9878328379,2024/11/27,A350,SZX,1756,C,41P,P6P,1
9878328379,2024/11/27,A350,SZX,1888,C,42P,P6P,1
9878328379,2024/11/27,A350,SZX,377,B,44L,LD3,1
9878328379,2024/11/27,A350,SZX,377,B,44R,LD3,1
9878328379,2024/11/27,A350,SZX,378,B,45L,LD3,1
9878328379,2024/11/27,A350,SZX,377,B,45R,LD3,1
9878328379,2024/11/27,A350,SZX,20,B,5,BULK,1
7150063952,2024/11/22,A350,PEK,1024,C,23P,P6P,1
7150063952,2024/11/22,A350,PEK,1756,X,24P,P6P,1
7150063952,2024/11/22,A350,PEK,249,C,31L,LD3,1
7150063952,2024/11/22,A350,PEK,544,B,31R,LD3,1
7150063952,2024/11/22,A350,PEK,544,B,32L,LD3,1
7150063952,2024/11/22,A350,PEK,544,B,32R,LD3,1
5296759156,2024/11/28,A350,SYX,1240,C,24P,P6P,2
5296759156,2024/11/28,A350,SYX,600,B,31L,LD3,1
5296759156,2024/11/28,A350,SYX,600,B,31R,LD3,1
5296759156,2024/11/28,A350,SYX,600,B,32L,LD3,1
5296759156,2024/11/28,A350,SYX,600,B,32R,LD3,1
5296759156,2024/11/28,A350,SYX,108,C,5,BULK,3
5296759156,2024/11/28,A350,SYX,74,C,5,BULK,3
5296759156,2024/11/28,A350,SYX,38,B,5,BULK,1
7150063952,2024/11/29,A350,PEK,100,B,5,BULK,1
6333754474,2024/11/26,A350,FRA,566,B,11L,LD3,1
6333754474,2024/11/26,A350,FRA,566,B,11R,LD3,1
6333754474,2024/11/26,A350,FRA,566,B,12L,LD3,1
6333754474,2024/11/26,A350,FRA,566,B,12R,LD3,1
7224681758,2024/10/5,A350,PEK,1100,C,11P,P6P,1
7224681758,2024/10/5,A350,PEK,290,C,15,PLA,1
7224681758,2024/10/5,A350,PEK,1240,C,21P,P6P,1
7224681758,2024/10/5,A350,PEK,1380,C,22P,P6P,1
7224681758,2024/10/5,A350,PEK,1575,C,23P,P6P,1
7224681758,2024/10/5,A350,PEK,1505,C,24P,P6P,1
7224681758,2024/10/5,A350,PEK,761,B,31L,LD3,1
7224681758,2024/10/5,A350,PEK,761,B,31R,LD3,1
7224681758,2024/10/5,A350,PEK,760,B,32L,LD3,1
7224681758,2024/10/5,A350,PEK,760,B,32R,LD3,1
7224681758,2024/10/5,A350,PEK,760,B,33L,LD3,1
7224681758,2024/10/5,A350,PEK,760,B,33R,LD3,1
7224681758,2024/10/5,A350,PEK,761,B,41L,LD3,1
7224681758,2024/10/5,A350,PEK,760,B,41R,LD3,1
7224681758,2024/10/5,A350,PEK,761,B,42L,LD3,1
7224681758,2024/10/5,A350,PEK,761,B,42R,LD3,1
7224681758,2024/10/5,A350,PEK,20,B,5,BULK,1
7224681758,2024/10/15,A350,PEK,170,C,11L,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,11R,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,12L,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,12R,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,14L,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,14R,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,15L,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,15R,LD3,1
7224681758,2024/10/15,A350,PEK,1145,C,21P,P6P,1
7224681758,2024/10/15,A350,PEK,1470,C,22P,P6P,1
7224681758,2024/10/15,A350,PEK,1490,C,23P,P6P,1
7224681758,2024/10/15,A350,PEK,1525,C,24P,P6P,1
7224681758,2024/10/15,A350,PEK,1900,C,31P,P6P,1
7224681758,2024/10/15,A350,PEK,2155,C,32P,P6P,1
7224681758,2024/10/15,A350,PEK,2585,C,41P,P6P,1
7224681758,2024/10/15,A350,PEK,3065,C,42P,P6P,1
7224681758,2024/10/15,A350,PEK,600,B,44L,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,44R,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,45L,LD3,1
7224681758,2024/10/15,A350,PEK,600,B,45R,LD3,1
7224681758,2024/10/15,A350,PEK,20,B,5,BULK,1
7224681758,2024/10/9,A350,PEK,415,C,11,PLA,8
7224681758,2024/10/9,A350,PEK,649,B,12L,LD3,1
7224681758,2024/10/9,A350,PEK,650,B,12R,LD3,1
7224681758,2024/10/9,A350,PEK,650,B,14L,LD3,1
7224681758,2024/10/9,A350,PEK,650,B,14R,LD3,1
7224681758,2024/10/9,A350,PEK,650,B,15L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,11L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,11R,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,12L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,12R,LD3,1
9407451756,2024/10/4,A350,PVG,1063,C,21P,P6P,1
9407451756,2024/10/4,A350,PVG,1104,C,22P,P6P,1
9407451756,2024/10/4,A350,PVG,3160,C,23P,P6P,1
9407451756,2024/10/4,A350,PVG,1352,C,24P,P6P,1
9407451756,2024/10/4,A350,PVG,1352,C,31P,P6P,1
9407451756,2024/10/4,A350,PVG,2637,C,32P,P6P,1
9407451756,2024/10/4,A350,PVG,1460,C,42P,P6P,1
9407451756,2024/10/4,A350,PVG,830,B,44L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,44R,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,45L,LD3,1
9407451756,2024/10/4,A350,PVG,830,B,45R,LD3,1
9407451756,2024/10/4,A350,PVG,20,B,5,BULK,1
9407451756,2024/10/4,A350,PVG,2175,C,41P,P6P,1
9836217937,2024/10/6,A350,PEK,398,C,11L,LD3,1
9836217937,2024/10/6,A350,PEK,275,C,11R,LD3,1
9836217937,2024/10/6,A350,PEK,580,B,12L,LD3,1
9836217937,2024/10/6,A350,PEK,579,B,12R,LD3,1
9836217937,2024/10/6,A350,PEK,579,B,14L,LD3,1
9836217937,2024/10/6,A350,PEK,579,B,14R,LD3,1
9836217937,2024/10/6,A350,PEK,579,B,15L,LD3,1
9836217937,2024/10/6,A350,PEK,579,B,15R,LD3,1
9836217937,2024/10/6,A350,PEK,1340,C,21P,P6P,1
9836217937,2024/10/6,A350,PEK,1574,C,22P,P6P,1
9836217937,2024/10/6,A350,PEK,1650,C,23P,P6P,1
9836217937,2024/10/6,A350,PEK,1670,C,24P,P6P,1
9836217937,2024/10/6,A350,PEK,2206,C,31P,P6P,1
9836217937,2024/10/6,A350,PEK,2390,C,32P,P6P,1
9836217937,2024/10/6,A350,PEK,2630,C,41P,P6P,1
9836217937,2024/10/6,A350,PEK,3915,C,42P,P6P,1
9836217937,2024/10/6,A350,PEK,579,B,44L,LD3,1
9836217937,2024/10/6,A350,PEK,579,B,44R,LD3,1
9836217937,2024/10/6,A350,PEK,579,B,45L,LD3,1
9836217937,2024/10/6,A350,PEK,579,B,45R,LD3,1
7150063952,2024/11/29,A350,PEK,860,C,13P,P6P,1
7150063952,2024/11/29,A350,PEK,920,C,21P,P6P,1
7150063952,2024/11/29,A350,PEK,1114,C,22P,P6P,1
7150063952,2024/11/29,A350,PEK,1153,C,23P,P6P,1
7150063952,2024/11/29,A350,PEK,1159,C,24P,P6P,1
7150063952,2024/11/29,A350,PEK,1203,C,31P,P6P,1
7150063952,2024/11/29,A350,PEK,600,B,33L,LD3,1
7150063952,2024/11/29,A350,PEK,600,B,33R,LD3,1
7150063952,2024/11/29,A350,PEK,600,B,41L,LD3,1
7150063952,2024/11/29,A350,PEK,600,B,41R,LD3,1
7150063952,2024/11/29,A350,PEK,600,B,42L,LD3,1
7150063952,2024/11/29,A350,PEK,600,B,42R,LD3,1
7150063952,2024/11/29,A350,PEK,600,B,43L,LD3,1
7720036683,2024/10/2,A350,LGW,658,B,15L,LD3,1
7720036683,2024/10/2,A350,LGW,658,B,21L,LD3,1
7720036683,2024/10/2,A350,LGW,658,B,21R,LD3,1
4779137525,2024/11/8,A350,ATH,650,B,11L,LD3,1
4779137525,2024/11/8,A350,ATH,650,B,11R,LD3,1
4779137525,2024/11/8,A350,ATH,650,B,12L,LD3,1
4779137525,2024/11/8,A350,ATH,650,B,12R,LD3,1
4779137525,2024/11/8,A350,ATH,650,B,14L,LD3,1
4779137525,2024/11/8,A350,ATH,650,B,15L,LD3,1
4779137525,2024/11/8,A350,ATH,650,B,15R,LD3,1
4779137525,2024/11/8,A350,ATH,1584,C,21P,P6P,1
4779137525,2024/11/8,A350,ATH,1830,C,22P,P6P,1
4779137525,2024/11/8,A350,ATH,2322,C,23P,P6P,1
