FLIGHT,FLTDATE,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY
4418418555,2024/6/4,787,CKG,136,C,23P,P6P,01
4418418555,2024/6/4,787,CKG,327,B,31L,LD3,01
4418418555,2024/6/4,787,CKG,327,B,31R,LD3,01
4418418555,2024/6/4,787,CKG,328,B,32L,LD3,01
4418418555,2024/6/4,787,CKG,327,B,32R,LD3,01
6728858431,2024/6/4,787,SHA,400,B,11L,LD3,01
6728858431,2024/6/4,787,SHA,400,B,11R,LD3,01
6728858431,2024/6/4,787,SHA,400,B,12L,LD3,01
6728858431,2024/6/4,787,SHA,1707,C,23P,P6P,01
2821712755,2024/6/4,787,CKG,1332,C,11P,P6P,01
2821712755,2024/6/4,787,CKG,1079,C,12P,P6P,01
2821712755,2024/6/4,787,CKG,922,C,13P,P6P,01
2821712755,2024/6/4,787,CKG,863,C,21P,P6P,01
2821712755,2024/6/4,787,CKG,761,C,22P,P6P,01
2821712755,2024/6/4,787,CKG,734,C,23P,P6P,01
2821712755,2024/6/4,787,CKG,589,C,31P,P6P,01
2821712755,2024/6/4,787,CKG,546,M,32P,P6P,01
2821712755,2024/6/4,787,CKG,480,M,33P,P6P,01
2821712755,2024/6/4,787,CKG,505,B,43L,LD3,01
2821712755,2024/6/4,787,CKG,505,B,43R,LD3,01
2821712755,2024/6/4,787,CKG,252,M,44,PLA,01
2821712755,2024/6/4,787,CKG,20,B,5,BULK,01
8804849520,2024/6/4,787,SHA,869,C,11P,P6P,01
8804849520,2024/6/4,787,SHA,1230,C,13P,P6P,01
8804849520,2024/6/4,787,SHA,1554,C,21P,P6P,01
8804849520,2024/6/4,787,SHA,1758,C,22P,P1P,01
8804849520,2024/6/4,787,SHA,2396,C,23P,P6P,01
8804849520,2024/6/4,787,SHA,1212,C,31P,P1P,01
8804849520,2024/6/4,787,SHA,333,B,33L,LD3,01
8804849520,2024/6/4,787,SHA,333,B,33R,LD3,01
8804849520,2024/6/4,787,SHA,333,B,34R,LD3,01
6599499469,2024/6/4,787,CKG,1740,C,11P,P6P,01
6599499469,2024/6/4,787,CKG,719,C,13P,P6P,01
6599499469,2024/6/4,787,CKG,736,C,21P,P6P,01
6599499469,2024/6/4,787,CKG,780,C,22P,P6P,01
6599499469,2024/6/4,787,CKG,963,C,23P,P6P,01
6599499469,2024/6/4,787,CKG,363,B,31L,LD3,01
6599499469,2024/6/4,787,CKG,363,B,31R,LD3,01
6599499469,2024/6/4,787,CKG,363,B,32L,LD3,01
6599499469,2024/6/4,787,CKG,46,C,5,BULK,01
6599499469,2024/6/4,787,CKG,70,C,5,BULK,01
6599499469,2024/6/4,787,CKG,20,B,5,BULK,01
8224055674,2024/8/16,787,BUD,1962,C,11P,P6P,01
8224055674,2024/8/16,787,BUD,2042,C,12P,P6P,01
8224055674,2024/8/16,787,BUD,2084,C,13P,P6P,01
8224055674,2024/8/16,787,BUD,2087,C,21P,P6P,01
8224055674,2024/8/16,787,BUD,2133,C,22P,P6P,01
8224055674,2024/8/16,787,BUD,3182,C,23P,P6P,01
8224055674,2024/8/16,787,BUD,905,C,31,PLA,01
8224055674,2024/8/16,787,BUD,2117,C,32,PLA,01
8224055674,2024/8/16,787,BUD,1047,C,33L,LD3,01
8224055674,2024/8/16,787,BUD,1056,C,33R,LD3,01
8224055674,2024/8/16,787,BUD,1063,C,34L,LD3,01
8224055674,2024/8/16,787,BUD,1068,C,34R,LD3,01
8224055674,2024/8/16,787,BUD,592,B,41L,LD3,01
8224055674,2024/8/16,787,BUD,593,B,41R,LD3,01
8224055674,2024/8/16,787,BUD,593,B,42L,LD3,01
8224055674,2024/8/16,787,BUD,593,B,42R,LD3,01
8224055674,2024/8/16,787,BUD,593,B,43L,LD3,01
8224055674,2024/8/16,787,BUD,593,B,43R,LD3,01
8224055674,2024/8/16,787,BUD,593,B,44L,LD3,01
8224055674,2024/8/16,787,BUD,593,B,44R,LD3,01
8224055674,2024/8/16,787,BUD,20,B,5,BULK,01
8224055674,2024/8/16,787,BUD,1962,C,11P,P6P,01
8224055674,2024/8/16,787,BUD,2042,C,12P,P6P,01
8224055674,2024/8/16,787,BUD,2084,C,13P,P6P,01
8224055674,2024/8/16,787,BUD,2087,C,21P,P6P,01
8224055674,2024/8/16,787,BUD,2133,C,22P,P6P,01
8224055674,2024/8/16,787,BUD,3182,C,23P,P6P,01
8224055674,2024/8/16,787,BUD,905,C,31,PLA,01
8224055674,2024/8/16,787,BUD,2117,C,32,PLA,01
8224055674,2024/8/16,787,BUD,1047,C,33L,LD3,01
8224055674,2024/8/16,787,BUD,1056,C,33R,LD3,01
8224055674,2024/8/16,787,BUD,1063,C,34L,LD3,01
8224055674,2024/8/16,787,BUD,1068,C,34R,LD3,01
8224055674,2024/8/16,787,BUD,592,B,41L,LD3,01
8224055674,2024/8/16,787,BUD,593,B,41R,LD3,01
8224055674,2024/8/16,787,BUD,593,B,42L,LD3,01
8224055674,2024/8/16,787,BUD,593,B,42R,LD3,01
8224055674,2024/8/16,787,BUD,593,B,43L,LD3,01
8224055674,2024/8/16,787,BUD,593,B,43R,LD3,01
8224055674,2024/8/16,787,BUD,593,B,44L,LD3,01
8224055674,2024/8/16,787,BUD,593,B,44R,LD3,01
8224055674,2024/8/16,787,BUD,25,B,5,BULK,01
2592456358,2024/8/16,787,PEK,475,C,11P,P6P,01
2592456358,2024/8/16,787,PEK,760,C,12P,P6P,01
2592456358,2024/8/16,787,PEK,2825,C,13P,P6P,01
2592456358,2024/8/16,787,PEK,1845,C,21P,P6P,01
2592456358,2024/8/16,787,PEK,1050,C,22P,P6P,01
2592456358,2024/8/16,787,PEK,995,C,23P,P6P,01
2592456358,2024/8/16,787,PEK,100,X,31L,LD3,01
2592456358,2024/8/16,787,PEK,100,X,31R,LD3,01
2592456358,2024/8/16,787,PEK,100,X,32L,LD3,01
2592456358,2024/8/16,787,PEK,100,X,32R,LD3,01
2592456358,2024/8/16,787,PEK,100,X,33L,LD3,01
2592456358,2024/8/16,787,PEK,550,BT,33R,LD3,01
2592456358,2024/8/16,787,PEK,550,BT,34L,LD3,01
2592456358,2024/8/16,787,PEK,550,BT,34R,LD3,01
2592456358,2024/8/16,787,PEK,550,BT,41L,LD3,01
2592456358,2024/8/16,787,PEK,550,BY,41R,LD3,01
2592456358,2024/8/16,787,PEK,550,BY,42L,LD3,01
2592456358,2024/8/16,787,PEK,550,BY,42R,LD3,01
2592456358,2024/8/16,787,PEK,100,BY,5,BULK,01
2592456358,2024/8/16,787,PEK,100,BT,5,BULK,01
2592456358,2024/8/16,787,PEK,475,C,11P,P6P,01
2592456358,2024/8/16,787,PEK,760,C,12P,P6P,01
2592456358,2024/8/16,787,PEK,2825,C,13P,P6P,01
2592456358,2024/8/16,787,PEK,1845,C,21P,P6P,01
2592456358,2024/8/16,787,PEK,1050,C,22P,P6P,01
2592456358,2024/8/16,787,PEK,995,C,23P,P6P,01
2592456358,2024/8/16,787,PEK,100,X,31L,LD3,01
2592456358,2024/8/16,787,PEK,100,X,31R,LD3,01
2592456358,2024/8/16,787,PEK,100,X,32L,LD3,01
2592456358,2024/8/16,787,PEK,100,X,32R,LD3,01
2592456358,2024/8/16,787,PEK,100,X,33L,LD3,01
2592456358,2024/8/16,787,PEK,550,BT,33R,LD3,01
2592456358,2024/8/16,787,PEK,550,BT,34L,LD3,01
2592456358,2024/8/16,787,PEK,550,BT,34R,LD3,01
2592456358,2024/8/16,787,PEK,550,BT,41L,LD3,01
2592456358,2024/8/16,787,PEK,550,BY,41R,LD3,01
2592456358,2024/8/16,787,PEK,550,BY,42L,LD3,01
2592456358,2024/8/16,787,PEK,550,BY,42R,LD3,01
2592456358,2024/8/16,787,PEK,100,BY,5,BULK,01
2592456358,2024/8/16,787,PEK,100,BT,5,BULK,01
2592456358,2024/8/16,787,PEK,475,C,11P,P6P,01
2592456358,2024/8/16,787,PEK,760,C,12P,P6P,01
2592456358,2024/8/16,787,PEK,2825,C,13P,P6P,01
2592456358,2024/8/16,787,PEK,1845,C,21P,P6P,01
2592456358,2024/8/16,787,PEK,1050,C,22P,P6P,01
2592456358,2024/8/16,787,PEK,995,C,23P,P6P,01
2592456358,2024/8/16,787,PEK,100,X,31L,LD3,01
2592456358,2024/8/16,787,PEK,100,X,31R,LD3,01
2592456358,2024/8/16,787,PEK,100,X,32L,LD3,01
2592456358,2024/8/16,787,PEK,100,X,32R,LD3,01
2592456358,2024/8/16,787,PEK,100,X,33L,LD3,01
2592456358,2024/8/16,787,PEK,701,BT,33R,LD3,01
2592456358,2024/8/16,787,PEK,261,BT,34L,LD3,01
2592456358,2024/8/16,787,PEK,719,BT,34R,LD3,01
2592456358,2024/8/16,787,PEK,666,BT,41L,LD3,01
2592456358,2024/8/16,787,PEK,691,BY,41R,LD3,01
2592456358,2024/8/16,787,PEK,622,BY,42L,LD3,01
2592456358,2024/8/16,787,PEK,362,BY,42R,LD3,01
2592456358,2024/8/16,787,PEK,265,BT,5,BULK,01
9058961852,2024/9/16,787,CAN,1058,C,11P,P6P,01
9058961852,2024/9/16,787,CAN,1073,C,12P,P6P,01
9058961852,2024/9/16,787,CAN,1066,C,13P,P6P,01
9058961852,2024/9/16,787,CAN,1484,C,21P,P6P,01
9058961852,2024/9/16,787,CAN,1500,C,22P,P6P,01
9058961852,2024/9/16,787,CAN,1739,C,23P,P6P,01
9058961852,2024/9/16,787,CAN,1083,C,31P,P6P,01
9058961852,2024/9/16,787,CAN,1070,C,32P,P6P,01
9058961852,2024/9/16,787,CAN,500,B,43L,LD3,01
9058961852,2024/9/16,787,CAN,500,B,43R,LD3,01
9058961852,2024/9/16,787,CAN,163,C,44L,LD3,01
9058961852,2024/9/16,787,CAN,500,B,44R,LD3,01
2813243384,2024/9/16,787,CKG,530,C,13P,P6P,01
2813243384,2024/9/16,787,CKG,835,C,21P,P6P,01
2813243384,2024/9/16,787,CKG,990,C,22P,P6P,01
2813243384,2024/9/16,787,CKG,1125,C,23P,P6P,01
2813243384,2024/9/16,787,CKG,775,C,31,PLA,01
2813243384,2024/9/16,787,CKG,495,C,32,PLA,01
2813243384,2024/9/16,787,CKG,610,B,44L,LD3,01
2813243384,2024/9/16,787,CKG,609,B,44R,LD3,01
2813243384,2024/9/16,787,CKG,20,B,5,BULK,01
6728858431,2024/9/16,787,SHA,400,B,11L,LD3,01
6728858431,2024/9/16,787,SHA,400,B,11R,LD3,01
6728858431,2024/9/16,787,SHA,400,B,12L,LD3,01
6728858431,2024/9/16,787,SHA,462,C,23P,P6P,01
6728858431,2024/9/16,787,SHA,400,B,11L,LD3,01
6728858431,2024/9/16,787,SHA,400,B,11R,LD3,01
6728858431,2024/9/16,787,SHA,400,B,12L,LD3,01
6728858431,2024/9/16,787,SHA,462,C,23P,P6P,01
6728858431,2024/9/16,787,SHA,9,B,5,BULK,01
2821712755,2024/9/16,787,CKG,362,C,11P,P6P,01
2821712755,2024/9/16,787,CKG,250,B,15L,LD3,01
2821712755,2024/9/16,787,CKG,250,B,15R,LD3,01
2821712755,2024/9/16,787,CKG,251,B,21L,LD3,01
2821712755,2024/9/16,787,CKG,251,B,21R,LD3,01
2821712755,2024/9/16,787,CKG,242,C,22,PLA,01
2821712755,2024/9/16,787,CKG,418,C,23,PLA,01
2821712755,2024/9/16,787,CKG,1810,C,23P,P6P,01
2821712755,2024/9/16,787,CKG,20,B,5,BULK,01
8804849520,2024/9/16,787,SHA,872,C,13P,P6P,01
8804849520,2024/9/16,787,SHA,1070,C,21P,P6P,01
8804849520,2024/9/16,787,SHA,1732,C,22P,P6P,01
8804849520,2024/9/16,787,SHA,1896,C,23P,P6P,01
8804849520,2024/9/16,787,SHA,1130,C,31P,P6P,01
8804849520,2024/9/16,787,SHA,350,B,33L,LD3,01
8804849520,2024/9/16,787,SHA,350,B,33R,LD3,01
8804849520,2024/9/16,787,SHA,350,B,34L,LD3,01
6599499469,2024/9/16,787,CKG,760,C,11,PLA,01
6599499469,2024/9/16,787,CKG,285,B,12L,LD3,01
6599499469,2024/9/16,787,CKG,285,B,12R,LD3,01
6599499469,2024/9/16,787,CKG,284,B,13L,LD3,01
6599499469,2024/9/16,787,CKG,284,B,13R,LD3,01
6599499469,2024/9/16,787,CKG,618,C,22P,P6P,01
6599499469,2024/9/16,787,CKG,852,C,23P,P6P,01
6599499469,2024/9/16,787,CKG,20,B,5,BULK,01
6599499469,2024/9/16,787,CKG,760,C,11,PLA,01
6599499469,2024/9/16,787,CKG,467,B,12L,LD3,01
6599499469,2024/9/16,787,CKG,467,B,12R,LD3,01
6599499469,2024/9/16,787,CKG,467,B,13L,LD3,01
6599499469,2024/9/16,787,CKG,618,C,22P,P6P,01
6599499469,2024/9/16,787,CKG,852,C,23P,P6P,01
6599499469,2024/9/16,787,CKG,20,B,5,BULK,01
8135308365,2024/6/6,787,KGT,2650,C,11P,P1P,01
8135308365,2024/6/6,787,KGT,2350,C,13P,P6P,01
8135308365,2024/6/6,787,KGT,2110,C,21P,P6P,01
8135308365,2024/6/6,787,KGT,3820,C,22P,P6P,01
8135308365,2024/6/6,787,KGT,1950,C,23P,P6P,01
8135308365,2024/6/6,787,KGT,1221,C,31L,LD3,01
8135308365,2024/6/6,787,KGT,922,C,31R,LD3,01
8135308365,2024/6/6,787,KGT,1370,C,32L,LD3,01
8135308365,2024/6/6,787,KGT,670,C,32R,LD3,01
8135308365,2024/6/6,787,KGT,760,M,33L,LD3,01
8135308365,2024/6/6,787,KGT,754,B,33R,LD3,01
8135308365,2024/6/6,787,KGT,754,B,34L,LD3,01
8135308365,2024/6/6,787,KGT,754,B,34R,LD3,01
8135308365,2024/6/6,787,KGT,754,B,41L,LD3,01
8135308365,2024/6/6,787,KGT,754,B,41R,LD3,01
8135308365,2024/6/6,787,KGT,754,B,42L,LD3,01
8135308365,2024/6/6,787,KGT,756,B,42R,LD3,01
8135308365,2024/6/6,787,KGT,560,C,5,BULK,01
8135308365,2024/6/6,787,KGT,270,M,5,BULK,01
4991997105,2024/6/6,787,SYD,688,C,11,PLA,01
4991997105,2024/6/6,787,SYD,571,C,12L,LD3,01
4991997105,2024/6/6,787,SYD,1764,C,13P,P6P,01
4991997105,2024/6/6,787,SYD,1913,C,21P,P6P,01
4991997105,2024/6/6,787,SYD,1931,C,22P,P6P,01
4991997105,2024/6/6,787,SYD,3116,C,23P,P6P,01
4991997105,2024/6/6,787,SYD,600,B,31L,LD3,01
4991997105,2024/6/6,787,SYD,600,B,31R,LD3,01
4991997105,2024/6/6,787,SYD,600,B,32L,LD3,01
4991997105,2024/6/6,787,SYD,600,B,32R,LD3,01
4991997105,2024/6/6,787,SYD,600,B,33L,LD3,01
4991997105,2024/6/6,787,SYD,600,B,33R,LD3,01
4991997105,2024/6/6,787,SYD,600,B,34L,LD3,01
4991997105,2024/6/6,787,SYD,600,B,34R,LD3,01
4991997105,2024/6/6,787,SYD,600,B,41L,LD3,01
4991997105,2024/6/6,787,SYD,600,B,41R,LD3,01
4991997105,2024/6/6,787,SYD,20,B,5,BULK,01
5001722717,2024/6/6,787,PEK,1340,C,11P,P6P,01
5001722717,2024/6/6,787,PEK,650,C,13P,P6P,01
5001722717,2024/6/6,787,PEK,1035,C,21P,P6P,01
5001722717,2024/6/6,787,PEK,1115,C,22P,P6P,01
5001722717,2024/6/6,787,PEK,2140,C,23P,P6P,01
5001722717,2024/6/6,787,PEK,700,BY,31L,LD3,01
5001722717,2024/6/6,787,PEK,700,BY,31R,LD3,01
5001722717,2024/6/6,787,PEK,700,BY,32L,LD3,01
5001722717,2024/6/6,787,PEK,700,BY,32R,LD3,01
5001722717,2024/6/6,787,PEK,750,BT,33L,LD3,01
5001722717,2024/6/6,787,PEK,700,BT,33R,LD3,01
5001722717,2024/6/6,787,PEK,750,BT,34L,LD3,01
5001722717,2024/6/6,787,PEK,700,BT,34R,LD3,01
5001722717,2024/6/6,787,PEK,750,BT,41L,LD3,01
5001722717,2024/6/6,787,PEK,700,BT,41R,LD3,01
5001722717,2024/6/6,787,PEK,600,BY,42L,LD3,01
5001722717,2024/6/6,787,PEK,600,BY,42R,LD3,01
5001722717,2024/6/6,787,PEK,435,M,44L,LD3,01
5001722717,2024/6/6,787,PEK,100,BY,5,BULK,01
5001722717,2024/6/6,787,PEK,100,BT,5,BULK,01
5001722717,2024/6/6,787,PEK,1340,C,11P,P6P,01
5001722717,2024/6/6,787,PEK,650,C,13P,P6P,01
5001722717,2024/6/6,787,PEK,1035,C,21P,P6P,01
5001722717,2024/6/6,787,PEK,1115,C,22P,P6P,01
5001722717,2024/6/6,787,PEK,2140,C,23P,P6P,01
5001722717,2024/6/6,787,PEK,700,BY,31L,LD3,01
5001722717,2024/6/6,787,PEK,700,BY,31R,LD3,01
5001722717,2024/6/6,787,PEK,700,BY,32L,LD3,01
5001722717,2024/6/6,787,PEK,700,BY,32R,LD3,01
5001722717,2024/6/6,787,PEK,750,BT,33L,LD3,01
5001722717,2024/6/6,787,PEK,700,BT,33R,LD3,01
5001722717,2024/6/6,787,PEK,750,BT,34L,LD3,01
5001722717,2024/6/6,787,PEK,700,BT,34R,LD3,01
5001722717,2024/6/6,787,PEK,750,BT,41L,LD3,01
5001722717,2024/6/6,787,PEK,700,BT,41R,LD3,01
5001722717,2024/6/6,787,PEK,600,BY,42L,LD3,01
5001722717,2024/6/6,787,PEK,600,BY,42R,LD3,01
5001722717,2024/6/6,787,PEK,435,M,44L,LD3,01
5001722717,2024/6/6,787,PEK,100,BY,5,BULK,01
5001722717,2024/6/6,787,PEK,100,BT,5,BULK,01
5001722717,2024/6/6,787,PEK,1340,C,11P,P6P,01
5001722717,2024/6/6,787,PEK,975,C,12P,P6P,01
5001722717,2024/6/6,787,PEK,650,C,13P,P6P,01
5001722717,2024/6/6,787,PEK,1035,C,21P,P6P,01
5001722717,2024/6/6,787,PEK,1115,C,22P,P6P,01
5001722717,2024/6/6,787,PEK,2140,C,23P,P6P,01
5001722717,2024/6/6,787,PEK,853,BY,31L,LD3,01
5001722717,2024/6/6,787,PEK,771,BY,31R,LD3,01
5001722717,2024/6/6,787,PEK,206,BY,32L,LD3,01
5001722717,2024/6/6,787,PEK,416,BY,32R,LD3,01
5001722717,2024/6/6,787,PEK,790,BT,33L,LD3,01
5001722717,2024/6/6,787,PEK,224,BT,33R,LD3,01
5001722717,2024/6/6,787,PEK,582,BT,34L,LD3,01
4991997105,2024/6/20,787,SYD,1524,C,11P,P6P,01
4991997105,2024/6/20,787,SYD,1791,C,12P,P6P,01
4991997105,2024/6/20,787,SYD,1899,C,13P,P6P,01
4991997105,2024/6/20,787,SYD,1901,C,21P,P6P,01
4991997105,2024/6/20,787,SYD,2068,C,22P,P6P,01
4991997105,2024/6/20,787,SYD,2143,C,23P,P6P,01
4991997105,2024/6/20,787,SYD,1013,C,31,PLA,01
4991997105,2024/6/20,787,SYD,210,C,32L,LD3,01
4991997105,2024/6/20,787,SYD,605,B,32R,LD3,01
4991997105,2024/6/20,787,SYD,605,B,33L,LD3,01
4991997105,2024/6/20,787,SYD,605,B,33R,LD3,01
4991997105,2024/6/20,787,SYD,605,B,34L,LD3,01
4991997105,2024/6/20,787,SYD,605,B,34R,LD3,01
4991997105,2024/6/20,787,SYD,605,B,41L,LD3,01
4991997105,2024/6/20,787,SYD,605,B,41R,LD3,01
4991997105,2024/6/20,787,SYD,605,B,42L,LD3,01
4991997105,2024/6/20,787,SYD,604,B,43L,LD3,01
4991997105,2024/6/20,787,SYD,604,B,43R,LD3,01
4991997105,2024/6/20,787,SYD,604,B,44L,LD3,01
4991997105,2024/6/20,787,SYD,604,B,44R,LD3,01
4991997105,2024/6/20,787,SYD,145,C,5,BULK,01
4991997105,2024/6/20,787,SYD,20,B,5,BULK,01
5001722717,2024/6/20,787,PEK,600,BT,15L,LD3,01
5001722717,2024/6/20,787,PEK,600,BY,21L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,21R,LD3,01
5001722717,2024/6/20,787,PEK,265,C,22L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,22R,LD3,01
5001722717,2024/6/20,787,PEK,330,C,23,PLA,01
5001722717,2024/6/20,787,PEK,1460,C,23P,P6P,01
5001722717,2024/6/20,787,PEK,600,BY,31L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,31R,LD3,01
5001722717,2024/6/20,787,PEK,600,BY,32L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,32R,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,33L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,33R,LD3,01
5001722717,2024/6/20,787,PEK,600,BY,34L,LD3,01
5001722717,2024/6/20,787,PEK,600,BY,34R,LD3,01
5001722717,2024/6/20,787,PEK,276,M,5,BULK,01
5001722717,2024/6/20,787,PEK,100,BY,5,BULK,01
5001722717,2024/6/20,787,PEK,100,BT,5,BULK,01
5001722717,2024/6/20,787,PEK,600,BT,15L,LD3,01
5001722717,2024/6/20,787,PEK,600,BY,21L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,21R,LD3,01
5001722717,2024/6/20,787,PEK,265,C,22L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,22R,LD3,01
5001722717,2024/6/20,787,PEK,330,C,23,PLA,01
5001722717,2024/6/20,787,PEK,1460,C,23P,P6P,01
5001722717,2024/6/20,787,PEK,600,BY,31L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,31R,LD3,01
5001722717,2024/6/20,787,PEK,600,BY,32L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,32R,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,33L,LD3,01
5001722717,2024/6/20,787,PEK,600,BT,33R,LD3,01
5001722717,2024/6/20,787,PEK,600,BY,34L,LD3,01
5001722717,2024/6/20,787,PEK,600,BY,34R,LD3,01
5001722717,2024/6/20,787,PEK,276,M,5,BULK,01
5001722717,2024/6/20,787,PEK,100,BY,5,BULK,01
5001722717,2024/6/20,787,PEK,100,BT,5,BULK,01
5178815259,2024/6/20,787,DXB,764,C,11L,LD3,01
5178815259,2024/6/20,787,DXB,700,B,11R,LD3,01
5178815259,2024/6/20,787,DXB,700,B,12L,LD3,01
5178815259,2024/6/20,787,DXB,700,B,12R,LD3,01
5178815259,2024/6/20,787,DXB,700,B,13L,LD3,01
5178815259,2024/6/20,787,DXB,700,B,13R,LD3,01
5178815259,2024/6/20,787,DXB,1214,C,14L,LD3,01
5178815259,2024/6/20,787,DXB,1058,C,14R,LD3,01
5178815259,2024/6/20,787,DXB,1366,C,15L,LD3,01
5178815259,2024/6/20,787,DXB,1240,C,15R,LD3,01
5178815259,2024/6/20,787,DXB,2616,C,21P,P6P,01
5178815259,2024/6/20,787,DXB,2716,C,22P,P6P,01
5178815259,2024/6/20,787,DXB,3752,C,23P,P6P,01
5178815259,2024/6/20,787,DXB,5168,C,31P,P6P,01
5178815259,2024/6/20,787,DXB,4664,C,32P,P6P,01
5178815259,2024/6/20,787,DXB,2560,C,33P,P6P,01
5178815259,2024/6/20,787,DXB,2452,C,41P,P6P,01
